115,43021,1673,3.7,2019
117,120927,2707,2.2,2019
119,9509,307,3.1,2019
121,547729,15937,2.8,2019
123,11402,356,3,2019
125,1228,36,2.8,2019
127,37982,1081,2.8,2019
129,27165,972,3.5,2019
131,10006,297,2.9,2019
133,6649,241,3.5,2019
135,483334,12128,2.4,2019
137,18459,567,3,2019
139,100611,2314,2.2,2019
141,2313,136,5.6,2019
143,12345,358,2.8,2019
145,16158,434,2.6,2019
147,10551,333,3.1,2019
149,5159,148,2.8,2019
151,113759,3314,2.8,2019
153,68512,1912,2.7,2019
155,3188,146,4.4,2019
157,36704,796,2.1,2019
159,6831,177,2.5,2019
161,5710,263,4.4,2019
163,6320,276,4.2,2019
165,2959,142,4.6,2019
167,3859,123,3.1,2019
169,13361,367,2.7,2019
171,8044,266,3.2,2019
173,3615,137,3.7,2019
175,18142,785,4.1,2019
177,14453,386,2.6,2019
179,25475,836,3.2,2019
181,3425,116,3.3,2019
183,7913,240,2.9,2019
185,49779,1522,3,2019
187,16367,407,2.4,2019
189,8460,402,4.5,2019
191,5924,180,2.9,2019
193,4457,177,3.8,2019
195,12973,346,2.6,2019
197,3162,114,3.5,2019
199,8637,346,3.9,2019
201,2640,78,2.9,2019
205,8136,369,4.3,2019
207,12649,361,2.8,2019
209,3601,152,4.1,2019
211,9055,245,2.6,2019
213,14690,896,5.7,2019
215,74185,2869,3.7,2019
217,51135,1654,3.1,2019
219,19158,392,2,2019
221,6756,182,2.6,2019
223,85027,2119,2.4,2019
225,11377,373,3.2,2019
227,15098,390,2.5,2019
229,8400,251,2.9,2019
231,8768,230,2.6,2019
233,17893,592,3.2,2019
235,3904,123,3.1,2019
237,7870,294,3.6,2019
239,754,34,4.3,2019
241,6706,211,3.1,2019
243,2409,101,4,2019
245,81874,3106,3.7,2019
247,43871,1414,3.1,2019
249,2143,68,3.1,2019
251,4777,292,5.8,2019
253,2858,119,4,2019
255,28038,943,3.3,2019
257,10201,369,3.5,2019
259,2321,78,3.3,2019
261,12252,542,4.2,2019
263,2694,106,3.8,2019
265,531,26,4.7,2019
267,9149,309,3.3,2019
269,3046,103,3.3,2019
271,3567,356,9.1,2019
273,3371,141,4,2019
275,15684,552,3.4,2019
277,19256,574,2.9,2019
279,11040,426,3.7,2019
281,3586,155,4.1,2019
283,2439,107,4.2,2019
285,36485,975,2.6,2019
287,3014,116,3.7,2019
289,2755,138,4.8,2019
291,9921,273,2.7,2019
293,11011,341,3,2019
295,30458,1399,4.4,2019
297,45460,1160,2.5,2019
299,15004,524,3.4,2019
301,2762,118,4.1,2019
303,6703,260,3.7,2019
305,10832,367,3.3,2019
307,977,38,3.7,2019
309,1466,117,7.4,2019
311,16036,354,2.2,2019
313,41576,1986,4.6,2019
315,2547,104,3.9,2019
317,3595,180,4.8,2019
319,3848,132,3.3,2019
321,8644,298,3.3,2019
1,89111,2583,2.8,2019
3,443191,9668,2.1,2019
7,35522,861,2.4,2019
9,84519,1870,2.2,2019
1,252619,6118,2.4,2019
3,1567,99,5.9,2019
5,42373,1192,2.7,2019
7,2809,87,3,2019
9,3885,176,4.3,2019
11,22656,644,2.8,2019
13,12204,325,2.6,2019
15,3426,153,4.3,2019
17,19342,844,4.2,2019
19,56792,1343,2.3,2019
21,5026,219,4.2,2019
23,1362,40,2.9,2019
25,661,18,2.7,2019
27,102076,3243,3.1,2019
29,3982,124,3,2019
31,11813,290,2.4,2019
33,357,16,4.3,2019
35,2659,142,5.1,2019
37,1944,95,4.7,2019
39,11050,338,3,2019
41,6973,159,2.2,2019
43,7726,196,2.5,2019
45,8123,290,3.4,2019
47,7983,242,2.9,2019
49,6104,290,4.5,2019
51,13876,324,2.3,2019
53,11844,334,2.7,2019
55,77136,3031,3.8,2019
57,20482,483,2.3,2019
59,3269,195,5.6,2019
61,1493,90,5.7,2019
63,2583,111,4.1,2019
65,21805,362,1.6,2019
67,10969,307,2.7,2019
69,20694,613,2.9,2019
71,2248,53,2.3,2019
73,4987,195,3.8,2019
75,11220,395,3.4,2019
77,3701,159,4.1,2019
79,4818,323,6.3,2019
81,6275,141,2.2,2019
83,40509,1177,2.8,2019
85,5231,222,4.1,2019
87,4430,175,3.8,2019
1,30931,1012,3.2,2019
3,1934,116,5.7,2019
5,7437,273,3.5,2019
7,24416,1566,6,2019
9,2903,66,2.2,2019
11,16097,873,5.1,2019
13,2200,108,4.7,2019
15,6912,321,4.4,2019
17,5748,232,3.9,2019
19,108287,3522,3.2,2019
21,13521,695,4.9,2019
23,7257,343,4.5,2019
25,6103,267,4.2,2019
27,19729,562,2.8,2019
29,23128,819,3.4,2019
31,2487571,75565,2.9,2019
33,8229,368,4.3,2019
35,5902,198,3.2,2019
37,52852,2124,3.9,2019
39,7074,284,3.9,2019
41,9943,314,3.1,2019
43,491173,11084,2.2,2019
45,8375,363,4.2,2019
47,2523,113,4.3,2019
49,18704,551,2.9,2019
51,9309,410,4.2,2019
53,6282,271,4.1,2019
55,15402,830,5.1,2019
57,14221,816,5.4,2019
59,2214,104,4.5,2019
61,5667,226,3.8,2019
63,24167,889,3.5,2019
65,4287,143,3.2,2019
67,7934,360,4.3,2019
69,1253,82,6.1,2019
71,3430,140,3.9,2019
73,23661,1248,5,2019
75,13760,667,4.6,2019
77,27036,953,3.4,2019
79,4457,183,3.9,2019
81,16632,740,4.3,2019
83,10496,452,4.1,2019
85,10073,501,4.7,2019
87,3902,228,5.5,2019
89,261311,12371,4.5,2019
91,53596,3040,5.4,2019
93,66035,1776,2.6,2019
95,20308,1007,4.7,2019
97,359069,15571,4.2,2019
99,51740,2888,5.3,2019
101,5551,318,5.4,2019
103,16955,720,4.1,2019
105,15741,623,3.8,2019
107,11922,501,4,2019
109,12967,501,3.7,2019
111,159332,4371,2.7,2019
113,84643,2886,3.3,2019
115,45589,2510,5.2,2019
117,21947,944,4.1,2019
119,129275,4738,3.5,2019
121,16682,747,4.3,2019
123,4980,263,5,2019
125,5882,339,5.4,2019
127,5382,315,5.5,2019
129,6166,232,3.6,2019
131,7618,410,5.1,2019
133,18228,523,2.8,2019
135,10934,659,5.7,2019
137,15667,674,4.1,2019
139,7318,220,2.9,2019
141,23320,1223,5,2019
143,79755,4313,5.1,2019
145,7931,379,4.6,2019
147,8497,285,3.2,2019
149,6536,311,4.5,2019
151,1578,89,5.3,2019
153,1893,126,6.2,2019
155,2896,179,5.8,2019
157,13644,488,3.5,2019
159,6909,273,3.8,2019
161,67788,3564,5,2019
163,121344,5058,4,2019
165,9140,477,5,2019
167,95963,3753,3.8,2019
169,2968,144,4.6,2019
171,2394,136,5.4,2019
173,10016,405,3.9,2019
175,2332,141,5.7,2019
177,20533,913,4.3,2019
179,60228,2709,4.3,2019
181,7041,437,5.8,2019
183,31426,1714,5.2,2019
185,5761,179,3,2019
187,8064,322,3.8,2019
189,9869,221,2.2,2019
191,6692,299,4.3,2019
193,6260,248,3.8,2019
195,27301,1240,4.3,2019
197,342104,10728,3,2019
199,30834,1277,4,2019
201,130045,8005,5.8,2019
203,17801,632,3.4,2019
1,16583,394,2.3,2019
3,179630,5263,2.8,2019
5,43747,957,2.1,2019
7,4566,127,2.7,2019
9,4685,188,3.9,2019
11,35329,743,2.1,2019
13,7462,194,2.5,2019
15,10237,269,2.6,2019
17,17169,585,3.3,2019
19,59816,1787,2.9,2019
21,11663,382,3.2,2019
23,16786,394,2.3,2019
25,4612,196,4.1,2019
27,16338,390,2.3,2019
29,24953,824,3.2,2019
31,14292,382,2.6,2019
33,22048,563,2.5,2019
35,52302,1845,3.4,2019
37,22543,446,1.9,2019
39,107779,3039,2.7,2019
41,8177,394,4.6,2019
43,40471,1179,2.8,2019
45,7756,273,3.4,2019
47,10937,339,3,2019
49,9481,315,3.2,2019
51,19110,456,2.3,2019
53,31059,1060,3.3,2019
55,13160,509,3.7,2019
57,178710,3836,2.1,2019
59,39058,955,2.4,2019
61,19727,579,2.9,2019
63,87333,2069,2.3,2019
65,21363,638,2.9,2019
67,35680,1282,3.5,2019
69,17581,511,2.8,2019
71,22443,476,2.1,2019
73,15756,561,3.4,2019
75,9143,260,2.8,2019
77,14444,464,3.1,2019
79,13216,404,3,2019
81,80583,1908,2.3,2019
83,18125,497,2.7,2019
85,40771,1092,2.6,2019
87,19494,428,2.1,2019
89,219211,11106,4.8,2019
91,45716,1954,4.1,2019
93,20485,709,3.3,2019
95,56888,2009,3.4,2019
97,473273,13947,2.9,2019
99,22208,644,2.8,2019
101,5247,113,2.1,2019
103,14657,557,3.7,2019
105,69166,1847,2.6,2019
107,18206,501,2.7,2019
109,35161,969,2.7,2019
111,6717,262,3.8,2019
113,22742,656,2.8,2019
115,3080,101,3.2,2019
117,8346,262,3,2019
119,9199,325,3.4,2019
121,6741,260,3.7,2019
123,8905,295,3.2,2019
125,5982,206,3.3,2019
127,83591,3014,3.5,2019
129,13221,337,2.5,2019
131,6269,204,3.2,2019
133,16191,509,3,2019
135,10800,420,3.7,2019
137,13744,408,2.9,2019
139,8697,196,2.2,2019
141,130711,4573,3.4,2019
143,10222,329,3.1,2019
145,22457,592,2.6,2019
147,9885,317,3.1,2019
149,9403,390,4,2019
151,20152,466,2.3,2019
153,8078,355,4.2,2019
155,4812,147,3,2019
157,98707,2429,2.4,2019
159,8975,194,2.1,2019
161,3457,105,2.9,2019
163,91232,2544,2.7,2019
165,6665,347,4.9,2019
167,46227,1874,3.9,2019
169,14644,404,2.7,2019
171,4124,123,2.9,2019
173,31955,876,2.7,2019
175,13355,400,2.9,2019
177,29499,983,3.2,2019
179,14060,355,2.5,2019
181,13161,305,2.3,2019
183,17252,438,2.5,2019
1,4250,106,2.4,2019
3,2180,36,1.6,2019
5,7383,283,3.7,2019
7,5823,213,3.5,2019
9,3125,81,2.5,2019
11,13396,454,3.3,2019
13,67362,2511,3.6,2019
15,14814,367,2.4,2019
17,13771,379,2.7,2019
19,11161,370,3.2,2019
21,12115,245,2,2019
23,7918,287,3.5,2019
25,4268,116,2.6,2019
27,11068,219,1.9,2019
29,6815,190,2.7,2019
31,10746,302,2.7,2019
33,23228,674,2.8,2019
35,6164,161,2.5,2019
37,6545,230,3.4,2019
39,4811,140,2.8,2019
41,8485,257,2.9,2019
43,9881,474,4.6,2019
45,22270,946,4.1,2019
47,8151,369,4.3,2019
49,49381,1062,2.1,2019
51,4202,125,2.9,2019
53,4469,98,2.1,2019
55,10632,275,2.5,2019
57,18393,815,4.2,2019
59,9584,331,3.3,2019
61,55510,1779,3.1,2019
63,5214,122,2.3,2019
65,10632,411,3.7,2019
67,8495,409,4.6,2019
69,5715,135,2.3,2019
71,3724,82,2.2,2019
73,5508,123,2.2,2019
75,6520,191,2.8,2019
77,5642,167,2.9,2019
79,6876,215,3,2019
81,5906,162,2.7,2019
83,7998,257,3.1,2019
85,7442,197,2.6,2019
87,9679,293,2.9,2019
89,5218,152,2.8,2019
91,5122,157,3,2019
93,4182,86,2,2019
95,10575,253,2.3,2019
97,10817,395,3.5,2019
99,19567,616,3.1,2019
101,10218,247,2.4,2019
103,84694,1944,2.2,2019
105,10633,403,3.7,2019
107,5200,180,3.3,2019
109,8518,187,2.1,2019
111,15815,649,3.9,2019
113,119946,3862,3.1,2019
115,6021,218,3.5,2019
117,4619,98,2.1,2019
119,7190,150,2,2019
121,8453,303,3.5,2019
123,11787,311,2.6,2019
125,18328,445,2.4,2019
127,17231,1032,5.7,2019
129,7442,187,2.5,2019
131,7185,125,1.7,2019
133,4402,142,3.1,2019
135,4021,120,2.9,2019
137,4993,147,2.9,2019
139,21472,670,3,2019
141,8315,196,2.3,2019
143,3590,70,1.9,2019
145,6313,185,2.8,2019
147,4789,114,2.3,2019
149,14852,376,2.5,2019
151,4736,88,1.8,2019
153,265144,7836,2.9,2019
155,48464,1249,2.5,2019
157,10431,318,3,2019
159,2483,63,2.5,2019
161,5280,127,2.3,2019
163,86842,3342,3.7,2019
165,6706,160,2.3,2019
167,21532,457,2.1,2019
169,58787,1260,2.1,2019
171,9306,391,4,2019
173,3240,64,1.9,2019
175,6270,190,2.9,2019
177,3670,101,2.7,2019
179,17324,621,3.5,2019
181,28010,730,2.5,2019
183,11916,318,2.6,2019
185,2843,77,2.6,2019
187,19379,642,3.2,2019
189,5094,153,2.9,2019
191,12202,401,3.2,2019
193,54802,1706,3,2019
195,4218,135,3.1,2019
197,6996,186,2.6,2019
1,6175,211,3.3,2019
3,4104,115,2.7,2019
5,6659,337,4.8,2019
7,2309,64,2.7,2019
9,12916,421,3.2,2019
11,6390,247,3.7,2019
13,5213,152,2.8,2019
15,31602,999,3.1,2019
17,1482,41,2.7,2019
19,1411,49,3.4,2019
21,9872,287,2.8,2019
23,1361,29,2.1,2019
25,1092,25,2.2,2019
27,3737,105,2.7,2019
29,3688,108,2.8,2019
31,3991,178,4.3,2019
33,861,24,2.7,2019
35,15775,521,3.2,2019
37,18054,644,3.4,2019
39,1258,36,2.8,2019
41,8545,281,3.2,2019
43,4025,117,2.8,2019
45,64601,1696,2.6,2019
47,1594,30,1.8,2019
49,1176,32,2.6,2019
51,16830,347,2,2019
53,2683,64,2.3,2019
55,20336,416,2,2019
57,16772,370,2.2,2019
59,13677,391,2.8,2019
61,10885,443,3.9,2019
63,1491,30,2,2019
65,1089,34,3,2019
67,3166,81,2.5,2019
69,3276,64,1.9,2019
71,793,17,2.1,2019
73,3352,101,2.9,2019
75,1657,29,1.7,2019
77,2791,71,2.5,2019
79,16594,440,2.6,2019
81,2199,41,1.8,2019
83,999,27,2.6,2019
85,6925,181,2.5,2019
87,9749,289,2.9,2019
89,1255,32,2.5,2019
91,332435,8355,2.5,2019
93,2054,42,2,2019
95,3375,100,2.9,2019
97,1310,30,2.2,2019
99,9616,337,3.4,2019
101,797,20,2.4,2019
103,35558,1141,3.1,2019
105,1719,36,2.1,2019
107,4231,254,5.7,2019
109,1657,29,1.7,2019
111,16172,523,3.1,2019
113,16852,348,2,2019
115,5914,159,2.6,2019
117,5391,135,2.4,2019
119,2144,44,2,2019
121,17059,541,3.1,2019
123,3217,69,2.1,2019
125,14089,602,4.1,2019
127,2967,83,2.7,2019
129,1123,30,2.6,2019
131,5297,140,2.6,2019
133,5926,259,4.2,2019
135,1334,36,2.6,2019
137,2651,54,2,2019
139,7665,271,3.4,2019
141,2065,37,1.8,2019
143,2957,73,2.4,2019
145,2851,74,2.5,2019
147,2601,61,2.3,2019
149,12292,308,2.4,2019
151,4850,105,2.1,2019
153,1514,30,1.9,2019
155,28699,849,2.9,2019
157,2251,51,2.2,2019
159,5087,127,2.4,2019
161,34654,859,2.4,2019
163,2474,76,3,2019
165,1619,39,2.4,2019
167,3206,91,2.8,2019
169,29184,849,2.8,2019
171,2881,52,1.8,2019
173,243395,8093,3.2,2019
175,9168,259,2.7,2019
177,86710,2885,3.2,2019
179,1424,30,2.1,2019
181,2768,74,2.6,2019
183,1962,49,2.4,2019
185,2058,54,2.6,2019
187,998,25,2.4,2019
189,2491,61,2.4,2019
191,10624,325,3,2019
193,4246,81,1.9,2019
195,1412,37,2.6,2019
197,3537,107,2.9,2019
199,793,19,2.3,2019
201,2949,57,1.9,2019
203,1221,24,1.9,2019
205,3823,159,4,2019
207,1544,66,4.1,2019
209,74592,2898,3.7,2019
1,6883,346,4.8,2019
3,8840,344,3.7,2019
5,12032,427,3.4,2019
7,3379,197,5.5,2019
9,18035,787,4.2,2019
